Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer County,Customer City,Customer Zip Code,Order ID
Acacia Ridge Wine,Kericho Gold,Alcoholic,762,8498,1777,6721,2023-02-19,Carol Waweru,Mandera,Magongo,64057,KE-691-35580-33
Kenya Cane,Coca-Cola Kenya,Alcoholic,201,4799,691,4108,2023-05-08,Lydia Nyambura,Mandera,Kahawa West,20898,KE-332-66348-32
Acacia Ridge Wine,Kericho Gold,Alcoholic,702,1623,6036,-4413,2023-02-10,Samuel Korir,Mandera,Lolwe,30748,KE-314-16321-84
Kericho Gold Green Tea,Kericho Gold,Tea,532,2023,5738,-3715,2020-01-26,Omar Mutua,Mandera,Mlolongo,78172,KE-147-10417-51
Minute Maid Citrus,Crown Beverages,Soft Drink,225,8441,2872,5569,2021-11-04,Farouk Okoth,Mandera,Kahawa West,46787,KE-130-66494-67
Kericho Gold Herbal Tea,Kericho Gold,Tea,997,5515,6459,-944,2020-09-13,Joyce Adhiambo,Mandera,Fedha,33240,KE-364-58636-34
Tusker Lager,Crown Beverages,Alcoholic,523,9326,7444,1882,2023-03-28,Kalinda Korir,Mandera,Athi River,77679,KE-649-39312-63
Stoney Tangawizi,Coca-Cola Kenya,Soft Drink,376,9909,4541,5368,2023-07-17,Quentin Mutua,Mandera,Syokimau,52000,KE-353-86055-45
Tusker Lager,Kericho Gold,Alcoholic,799,5799,3703,2096,2021-12-16,Grace Mwangi,Mandera,Buruburu,14803,KE-783-40643-23
Kericho Gold Black Tea,Crown Beverages,Tea,423,6017,2912,3105,2022-12-20,Zipporah Hassan,Mandera,Naivasha,69833,KE-444-17066-10
Acacia Ridge Wine,Kericho Gold,Alcoholic,241,4085,3156,929,2023-03-20,Hilda Njoroge,Mandera,Kiambu,19758,KE-852-20752-19
Burn Energy,Kericho Gold,Soft Drink,169,9753,7372,2381,2023-01-07,Zawadi Bosire,Mandera,Mwembe Tayari,13448,KE-723-98922-87
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,382,1303,3586,-2283,2020-04-11,Josephine Waweru,Mandera,Ngong,20914,KE-149-96872-60
Burn Energy,Crown Beverages,Soft Drink,179,9441,1351,8090,2021-02-14,William Wanjiru,Mandera,Karen,79827,KE-286-39320-79
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,753,6358,5360,998,2023-02-07,Farouk Kinyua,Mandera,Kiambu,52611,KE-678-21488-86
Stoney Tangawizi,Kericho Gold,Soft Drink,338,3162,4247,-1085,2023-01-30,Uchenna Mburu,Mandera,Ngong,19535,KE-831-42743-54
Minute Maid Citrus,Kericho Gold,Soft Drink,223,8961,3640,5321,2020-01-07,Omar Ali,Mandera,Roysambu,37810,KE-552-86155-62
Minute Maid Citrus,Crown Beverages,Soft Drink,549,4882,3167,1715,2022-12-18,Pendo Odero,Mandera,Thika,62535,KE-228-43536-61
Kericho Gold Herbal Tea,Crown Beverages,Tea,423,7998,5861,2137,2023-05-07,Kevin Barasa,Mandera,Lanet,22913,KE-307-68746-49
Kericho Gold Herbal Tea,Kericho Gold,Tea,938,7699,7699,0,2021-07-01,Irene Rotich,Mandera,Kiambu,10614,KE-492-69885-43
Tusker Lager,Crown Beverages,Alcoholic,372,4846,6788,-1942,2021-09-14,Timothy Kimani,Mandera,Kitengela,47282,KE-457-74318-87
Dormans Coffee,Crown Beverages,Coffee,506,3183,1300,1883,2022-08-31,Esther Abdille,Mandera,Naivasha,12213,KE-723-78167-38
Kericho Gold Herbal Tea,Crown Beverages,Tea,871,9779,6692,3087,2020-12-27,Xavier Gacheru,Mandera,Changamwe,76807,KE-848-73812-99
Acacia Ridge Wine,Coca-Cola Kenya,Alcoholic,439,4219,7019,-2800,2021-05-04,Josephine Maina,Mandera,Karen,42190,KE-755-82243-27
Kericho Gold Black Tea,Kericho Gold,Tea,470,1528,6127,-4599,2022-01-25,Hassan Awuor,Mandera,Bamburi,52890,KE-481-38274-84
Kericho Gold Green Tea,Kericho Gold,Tea,855,8279,1812,6467,2022-04-14,Quentin Awuor,Mandera,South B,68645,KE-847-83297-63
Stoney Tangawizi,Crown Beverages,Soft Drink,667,5292,7293,-2001,2023-02-03,Uchenna Mutua,Mandera,Umoja,40210,KE-988-96989-43
Kericho Gold Green Tea,Kericho Gold,Tea,200,1172,5057,-3885,2023-05-05,Baraka Adhiambo,Mandera,Rongai,15670,KE-550-78397-47
Stoney Tangawizi,Coca-Cola Kenya,Soft Drink,864,2130,6277,-4147,2020-02-15,Baraka Gacheru,Mandera,Umoja,66687,KE-407-49961-55
Minute Maid Citrus,Crown Beverages,Soft Drink,352,2654,3923,-1269,2023-06-29,Chege Kamau,Mandera,Miritini,46199,KE-307-44099-32
Burn Energy,Crown Beverages,Soft Drink,759,2190,6465,-4275,2023-03-31,Zipporah Korir,Mandera,Naivasha,65779,KE-394-22665-48
Tusker Lager,Crown Beverages,Alcoholic,741,4533,5915,-1382,2022-05-11,Chebet Kinyua,Mandera,Mwembe Tayari,70042,KE-151-48766-64
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,970,2916,1783,1133,2020-09-13,Moses Muriuki,Mandera,Jomvu,30959,KE-789-86641-34
Kenya Cane,Kericho Gold,Alcoholic,145,4988,3722,1266,2021-03-03,David Kuria,Mandera,Ruaka,79367,KE-884-68812-25
Kericho Gold Herbal Tea,Crown Beverages,Tea,998,5753,2674,3079,2022-10-18,Edwin Kamau,Mandera,Kahawa West,32121,KE-510-33084-60
Minute Maid Citrus,Crown Beverages,Soft Drink,980,7340,6667,673,2023-06-25,Moses Hassan,Mandera,Embakasi,62336,KE-198-70510-86
Dormans Coffee,Kericho Gold,Coffee,723,7998,5505,2493,2020-10-24,Akinyi Njiru,Mandera,Ngong,74458,KE-571-40348-16
Burn Energy,Crown Beverages,Soft Drink,720,2914,1493,1421,2022-12-24,Dida Omar,Mandera,Likoni,63864,KE-128-83691-73
Burn Energy,Crown Beverages,Soft Drink,356,5787,1099,4688,2020-07-15,Hilda Auma,Mandera,Nyali,67060,KE-697-81227-97
Acacia Ridge Wine,Kericho Gold,Alcoholic,484,9295,7388,1907,2022-05-23,Zawadi Rotich,Mandera,Athi River,29908,KE-958-89547-37
Kericho Gold Green Tea,Crown Beverages,Tea,168,2488,2352,136,2021-03-03,Beatrice Namakhwa,Mandera,Milimani,37976,KE-135-24038-17
Tusker Lager,Coca-Cola Kenya,Alcoholic,241,6593,5472,1121,2020-12-30,Brian Gitau,Mandera,Kahawa West,13329,KE-423-74489-76
Kericho Gold Green Tea,Crown Beverages,Tea,718,8596,5460,3136,2022-07-08,Isaac Mugendi,Mandera,Syokimau,21594,KE-337-87741-49
Stoney Tangawizi,Crown Beverages,Soft Drink,344,3134,5741,-2607,2022-08-01,Tina Adhiambo,Mandera,Langata South,49546,KE-347-99885-43
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,532,4456,4360,96,2020-04-20,Xenia Odhiambo,Mandera,Zimmerman,68839,KE-819-53494-84
Kenya Cane,Crown Beverages,Alcoholic,730,5633,6228,-595,2020-12-15,Nancy Gitonga,Mandera,Kiambu,29705,KE-944-61568-25
Stoney Tangawizi,Crown Beverages,Soft Drink,742,5618,5472,146,2023-03-18,Abdi Onyango,Mandera,Zimmerman,13427,KE-199-25822-68
Kericho Gold Black Tea,Crown Beverages,Tea,413,2576,3338,-762,2022-01-06,Isaac Cheruiyot,Mandera,Buruburu,64982,KE-276-36726-80
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,743,8418,4404,4014,2023-07-21,Quentin Mutua,Mandera,Eastleigh,50152,KE-296-96144-90
Stoney Tangawizi,Kericho Gold,Soft Drink,901,2003,5706,-3703,2021-01-28,Abdi Mwangi,Mandera,Roysambu,75678,KE-105-29087-80
Acacia Ridge Wine,Crown Beverages,Alcoholic,621,1234,2085,-851,2021-05-22,Esther Odero,Mandera,Githurai,54949,KE-645-76558-37
Kericho Gold Herbal Tea,Crown Beverages,Tea,982,7157,1391,5766,2022-12-18,Akinyi Owino,Mandera,Syokimau,43038,KE-829-55199-29
Minute Maid Citrus,Kericho Gold,Soft Drink,268,8282,5905,2377,2020-05-02,Amina Omondi,Mandera,Manyatta,35727,KE-403-34317-13
Dormans Coffee,Kericho Gold,Coffee,723,7998,5505,2493,2020-10-24,Akinyi Njiru,Mandera,Ngong,74458,KE-475-54414-43
Minute Maid Citrus,Kericho Gold,Soft Drink,525,8285,2881,5404,2021-08-24,Juma Abdille,Mandera,Githurai,48898,KE-217-18489-34
Kericho Gold Green Tea,Kericho Gold,Tea,737,8868,7287,1581,2022-06-24,Samuel Kipchoge,Mandera,Manyatta,40988,KE-643-57723-91
Tusker Lager,Coca-Cola Kenya,Alcoholic,105,6518,7433,-915,2020-03-26,Edwin Njoroge,Mandera,Kayole,26740,KE-400-63150-90
Stoney Tangawizi,Coca-Cola Kenya,Soft Drink,732,3286,5976,-2690,2020-02-02,Moses Namakhwa,Mandera,Kasarani,48353,KE-293-52495-46
Dormans Coffee,Coca-Cola Kenya,Coffee,412,9435,2037,7398,2020-02-19,Eunice Namakhwa,Mandera,Parklands,43388,KE-493-45349-78
Kericho Gold Herbal Tea,Kericho Gold,Tea,878,1781,6659,-4878,2022-06-29,Moses Anyango,Mandera,Marurui,55467,KE-188-85110-61
Kericho Gold Green Tea,Kericho Gold,Tea,875,4802,7531,-2729,2023-05-20,Irene Achieng,Mandera,Jomvu,77984,KE-759-22370-52
Kericho Gold Green Tea,Kericho Gold,Tea,342,8267,896,7371,2021-10-09,Dida Mwangi,Mandera,Buruburu,50153,KE-731-10209-73
Stoney Tangawizi,Kericho Gold,Soft Drink,797,9679,2752,6927,2021-11-22,Imani Awuor,Mandera,Utawala,24048,KE-966-83171-23
Kericho Gold Herbal Tea,Kericho Gold,Tea,904,4409,1236,3173,2020-10-27,Hilda Kinyua,Mandera,Marurui,79181,KE-951-56488-27
Dormans Coffee,Coca-Cola Kenya,Coffee,939,8622,7970,652,2023-01-29,Juma Otieno,Mandera,Tena,27301,KE-289-66792-69
Kericho Gold Green Tea,Crown Beverages,Tea,663,8496,3793,4703,2020-08-11,Faith Kipchoge,Mandera,Kiambu,72414,KE-456-18619-61
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,822,2278,5786,-3508,2021-09-21,Yasmin Kariuki,Mandera,Ruaka,74887,KE-289-72996-70
Dormans Coffee,Kericho Gold,Coffee,538,4652,6275,-1623,2020-01-31,Usman Rotich,Mandera,Westlands,35762,KE-492-52038-67
Minute Maid Citrus,Coca-Cola Kenya,Soft Drink,563,9313,7822,1491,2020-02-26,Nancy Kimani,Mandera,Mwembe Tayari,70243,KE-724-67218-34
Minute Maid Citrus,Coca-Cola Kenya,Soft Drink,447,5821,6355,-534,2022-11-21,Violet Auma,Mandera,Buruburu,36630,KE-701-73276-43
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,657,3916,7750,-3834,2022-02-08,Nancy Akoth,Mandera,Likoni,48604,KE-220-25792-84
Acacia Ridge Wine,Kericho Gold,Alcoholic,849,8122,5828,2294,2021-08-25,Eunice Akoth,Mandera,Kiambu,71201,KE-776-30279-73
Kericho Gold Black Tea,Crown Beverages,Tea,423,2472,4594,-2122,2021-05-24,Irene Muriuki,Mandera,Eastleigh,50054,KE-975-48612-31
Burn Energy,Crown Beverages,Soft Drink,610,8183,6467,1716,2020-03-18,Kevin Njoroge,Mandera,Changamwe,10440,KE-917-68194-78
Kenya Cane,Kericho Gold,Alcoholic,846,3927,7395,-3468,2020-01-07,Hannah Omondi,Mandera,Mlolongo,16371,KE-496-25373-11
Kenya Cane,Crown Beverages,Alcoholic,701,7535,539,6996,2020-05-24,Chege Kiprotich,Mandera,Kasarani,52909,KE-710-50526-15
Tusker Lager,Coca-Cola Kenya,Alcoholic,596,6556,6506,50,2021-10-11,Beatrice Nyambura,Mandera,Ruaka,77395,KE-100-18827-84
Kericho Gold Green Tea,Crown Beverages,Tea,856,4471,1241,3230,2020-02-27,Gerald Kariuki,Mandera,Dandora,14112,KE-106-16844-64
Kericho Gold Green Tea,Crown Beverages,Tea,464,1626,4424,-2798,2022-08-03,Dida Mutua,Mandera,Lanet,69029,KE-485-50571-86
Kericho Gold Black Tea,Kericho Gold,Tea,404,7491,5742,1749,2022-02-21,Dida Ndegwa,Mandera,Utawala,15378,KE-434-96267-59
Kenya Cane,Coca-Cola Kenya,Alcoholic,899,4611,5020,-409,2023-03-23,Rashid Mutua,Mandera,Roysambu,34467,KE-226-80466-90
Tusker Lager,Crown Beverages,Alcoholic,114,9205,6257,2948,2022-09-26,Nancy Muriuki,Mandera,Bamburi,76311,KE-248-67630-25
Kericho Gold Herbal Tea,Crown Beverages,Tea,825,9626,1021,8605,2021-01-19,Hannah Namburu,Mandera,Ruaraka,39082,KE-539-69281-37
Burn Energy,Kericho Gold,Soft Drink,643,7726,3798,3928,2023-01-30,Eunice Onyango,Mandera,South C,27346,KE-956-27231-95
Minute Maid Citrus,Coca-Cola Kenya,Soft Drink,144,2001,664,1337,2022-03-20,Rashid Okoth,Mandera,Eastleigh,49098,KE-161-73480-10
Dormans Coffee,Crown Beverages,Coffee,197,4983,536,4447,2020-03-08,Moses Ndegwa,Marsabit,Mamboleo,54388,KE-138-19790-16
Tusker Lager,Crown Beverages,Alcoholic,590,3395,6421,-3026,2021-01-27,Juma Namakhwa,Marsabit,Kiambu,67137,KE-503-32918-14
Dormans Coffee,Coca-Cola Kenya,Coffee,246,6171,2014,4157,2020-12-22,Imani Mwenda,Marsabit,Kasarani,38155,KE-508-85236-18
Minute Maid Citrus,Coca-Cola Kenya,Soft Drink,360,9437,6455,2982,2020-10-01,Odhiambo Kamau,Marsabit,Kahawa West,32115,KE-430-38659-98
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,155,7110,4834,2276,2021-04-29,Tina Njiru,Marsabit,Westlands,77291,KE-331-94070-55
Dormans Coffee,Coca-Cola Kenya,Coffee,556,9067,531,8536,2020-07-18,Abdi Kariuki,Marsabit,Bamburi,11906,KE-777-77028-45
Acacia Ridge Wine,Kericho Gold,Alcoholic,486,6427,509,5918,2023-05-24,Omar Muriuki,Marsabit,Langata,38108,KE-993-86978-25
Kericho Gold Black Tea,Crown Beverages,Tea,630,7003,7724,-721,2022-12-21,Lilian Ochieng,Marsabit,Naivasha,28043,KE-628-43492-12
Kericho Gold Herbal Tea,Kericho Gold,Tea,750,9482,7994,1488,2023-04-28,Hannah Omondi,Marsabit,Komarock,44123,KE-162-54019-95
Kericho Gold Black Tea,Kericho Gold,Tea,800,3668,7639,-3971,2020-12-30,Isaac Nyambura,Marsabit,Mlolongo,52526,KE-241-56974-91
Kenya Cane,Coca-Cola Kenya,Alcoholic,474,2201,972,1229,2021-09-28,George Achieng,Marsabit,Naivasha,73733,KE-719-10959-67
Burn Energy,Kericho Gold,Soft Drink,392,1719,7726,-6007,2020-02-02,Moses Muigai,Marsabit,Ngong,62797,KE-586-87000-96
Minute Maid Citrus,Kericho Gold,Soft Drink,265,4683,1625,3058,2022-04-14,Abdi Owino,Marsabit,Langata,60070,KE-659-33777-68
Kericho Gold Black Tea,Kericho Gold,Tea,991,5395,3141,2254,2020-10-06,Yasmin Mwangi,Marsabit,Rongai,64055,KE-199-24640-16
Minute Maid Citrus,Kericho Gold,Soft Drink,880,6501,4426,2075,2023-06-15,Xenia Maina,Marsabit,Marurui,68820,KE-501-45292-31
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,244,9183,2302,6881,2022-01-08,Akinyi Achieng,Marsabit,Kisauni,76098,KE-863-20054-68
Kenya Cane,Coca-Cola Kenya,Alcoholic,744,6380,1894,4486,2022-04-12,Fatuma Odhiambo,Marsabit,Zimmerman,27263,KE-501-34859-54
Minute Maid Citrus,Coca-Cola Kenya,Soft Drink,107,2381,5543,-3162,2022-09-20,Tina Cheruiyot,Marsabit,Kahawa West,56860,KE-970-52736-13
Burn Energy,Crown Beverages,Soft Drink,439,6116,644,5472,2021-05-30,George Kirimi,Marsabit,Kasarani,78938,KE-272-49601-41
Minute Maid Citrus,Kericho Gold,Soft Drink,191,3432,3628,-196,2021-01-02,Esther Adhiambo,Marsabit,Kasarani,47065,KE-683-60964-17
Kericho Gold Green Tea,Crown Beverages,Tea,880,5980,2959,3021,2021-10-11,William Rotich,Marsabit,Mlolongo,73065,KE-158-89488-80
Dormans Coffee,Crown Beverages,Coffee,858,3677,707,2970,2022-08-24,Uchenna Onyango,Marsabit,Nakuru Town,47345,KE-813-25060-77
Tusker Lager,Coca-Cola Kenya,Alcoholic,397,4565,736,3829,2022-04-02,David Njoroge,Marsabit,South C,30316,KE-736-51196-91
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,470,5985,4556,1429,2021-04-20,Imani Namburu,Marsabit,Bamburi,12715,KE-711-87544-11
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,612,9012,4500,4512,2020-08-01,Odhiambo Kirimi,Marsabit,Milimani,65289,KE-141-30093-57
Kericho Gold Green Tea,Kericho Gold,Tea,295,6098,1126,4972,2023-07-01,Zawadi Nyakundi,Marsabit,Komarock,41756,KE-409-47486-32
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,977,7355,6706,649,2021-04-03,Zawadi Nyakundi,Marsabit,Mwembe Tayari,39520,KE-883-59032-19
Stoney Tangawizi,Crown Beverages,Soft Drink,556,3132,4948,-1816,2020-03-15,George Macharia,Marsabit,Kisauni,48797,KE-203-27764-98
Acacia Ridge Wine,Crown Beverages,Alcoholic,388,9349,5336,4013,2023-06-30,Nancy Wanjiru,Marsabit,Likoni,52823,KE-772-59192-45
Kericho Gold Green Tea,Crown Beverages,Tea,265,7217,4558,2659,2021-03-06,Beatrice Rotich,Marsabit,Mlolongo,31233,KE-304-99483-80
Minute Maid Citrus,Crown Beverages,Soft Drink,685,7967,6222,1745,2020-06-09,William Farah,Marsabit,Miritini,38061,KE-302-46645-72
Tusker Lager,Kericho Gold,Alcoholic,297,4979,6894,-1915,2020-02-25,Tina Muigai,Marsabit,Githurai,45418,KE-860-76232-11
Burn Energy,Coca-Cola Kenya,Soft Drink,224,9753,3017,6736,2022-01-05,Dorcas Ali,Marsabit,Lanet,20447,KE-231-83238-29
Stoney Tangawizi,Coca-Cola Kenya,Soft Drink,540,2643,1953,690,2021-08-19,Quentin Ndegwa,Marsabit,Nyali,25029,KE-524-49703-51
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,234,9037,1445,7592,2020-07-04,Dorcas Mwenda,Marsabit,Kasarani,55146,KE-127-61622-81
Kenya Cane,Coca-Cola Kenya,Alcoholic,213,4970,869,4101,2022-12-26,Kevin Korir,Marsabit,Thika,13175,KE-793-32570-78
Dormans Coffee,Kericho Gold,Coffee,616,1046,1124,-78,2021-04-22,Seline Kuria,Marsabit,Githurai,31787,KE-485-61728-59
Kericho Gold Green Tea,Kericho Gold,Tea,635,2063,2204,-141,2022-06-25,Violet Ogola,Marsabit,Kahawa West,64876,KE-293-25039-27
Burn Energy,Kericho Gold,Soft Drink,526,9441,5120,4321,2021-12-05,Zipporah Odhiambo,Marsabit,Buruburu,75980,KE-400-66954-77
Kericho Gold Green Tea,Crown Beverages,Tea,406,1161,4300,-3139,2021-08-28,Seline Wanjiru,Marsabit,Karen,52161,KE-522-77892-83
Kericho Gold Green Tea,Crown Beverages,Tea,495,7875,5309,2566,2020-02-02,Isaac Kirimi,Marsabit,Manyatta,58060,KE-803-22541-41
Acacia Ridge Wine,Coca-Cola Kenya,Alcoholic,336,7095,719,6376,2021-06-26,Gerald Otieno,Marsabit,Eastleigh,51679,KE-458-62662-10
Kericho Gold Herbal Tea,Crown Beverages,Tea,294,1255,7529,-6274,2023-06-27,Chebet Auma,Marsabit,South C,12487,KE-211-48025-39
Dormans Coffee,Crown Beverages,Coffee,589,9079,7997,1082,2020-02-07,Akinyi Kipchoge,Marsabit,Likoni,59976,KE-863-98639-40
Minute Maid Citrus,Crown Beverages,Soft Drink,386,1414,599,815,2020-10-26,Lilian Nyakundi,Marsabit,Thika,75308,KE-715-61585-87
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,197,6028,4724,1304,2020-09-24,Omar Bosire,Marsabit,Githurai 44,26947,KE-724-72811-74
Tusker Lager,Coca-Cola Kenya,Alcoholic,920,8242,3984,4258,2021-06-28,Juma Ali,Marsabit,Marurui,40974,KE-529-12490-74
Tusker Lager,Crown Beverages,Alcoholic,472,2531,7858,-5327,2020-02-12,Violet Maina,Marsabit,Utawala,46223,KE-917-78740-49
Kericho Gold Herbal Tea,Kericho Gold,Tea,997,7926,6105,1821,2022-03-26,Lydia Simiyu,Marsabit,Mwembe Tayari,30876,KE-313-15349-24
Burn Energy,Coca-Cola Kenya,Soft Drink,450,2858,1994,864,2020-12-04,Kevin Okoth,Marsabit,Githurai,56255,KE-769-33913-14
Tusker Lager,Coca-Cola Kenya,Alcoholic,498,4626,4643,-17,2021-05-11,Xavier Ogola,Marsabit,Nakuru Town,17736,KE-619-51697-11
Tusker Lager,Kericho Gold,Alcoholic,355,9948,3149,6799,2022-01-25,Yusuf Maina,Marsabit,Thika,68089,KE-424-37040-42
Minute Maid Citrus,Kericho Gold,Soft Drink,814,4958,1553,3405,2021-03-24,Quentin Ogola,Marsabit,Mamboleo,12605,KE-517-34876-68
Burn Energy,Kericho Gold,Soft Drink,811,5389,6948,-1559,2023-01-07,Carol Macharia,Marsabit,Zimmerman,66152,KE-321-17217-93
Dormans Coffee,Crown Beverages,Coffee,868,8665,742,7923,2021-07-09,Omar Okoth,Marsabit,Lanet,26584,KE-859-34037-64
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,142,2771,6056,-3285,2021-05-08,Beatrice Maina,Marsabit,Ngong,72654,KE-196-34604-72
Stoney Tangawizi,Kericho Gold,Soft Drink,551,5555,5477,78,2021-04-26,Omar Okoth,Marsabit,Kahawa West,56634,KE-454-41949-92
Stoney Tangawizi,Crown Beverages,Soft Drink,296,3077,816,2261,2021-04-03,Samuel Namakhwa,Marsabit,Kilimani,21721,KE-542-57852-74
Kericho Gold Black Tea,Kericho Gold,Tea,742,7658,4083,3575,2020-07-28,Pendo Auma,Marsabit,Utawala,29655,KE-526-41168-98
Tusker Lager,Crown Beverages,Alcoholic,334,4587,5388,-801,2023-05-03,Hassan Nyambura,Marsabit,Roysambu,71198,KE-254-27555-12
Burn Energy,Crown Beverages,Soft Drink,948,6934,2086,4848,2021-12-10,Xenia Macharia,Marsabit,Ruaraka,19350,KE-805-47256-72
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,602,6035,5875,160,2022-11-11,George Njiru,Marsabit,Ngong,43610,KE-790-43526-22
Kericho Gold Green Tea,Kericho Gold,Tea,242,1655,6010,-4355,2021-10-22,Rashid Kariuki,Marsabit,Parklands,64166,KE-698-41617-95
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,621,4224,2884,1340,2021-07-11,Violet Hassan,Marsabit,Komarock,41505,KE-368-94446-12
Kericho Gold Black Tea,Kericho Gold,Tea,984,6774,7826,-1052,2022-08-17,Grace Barasa,Marsabit,Ngong,79770,KE-663-41305-60
Acacia Ridge Wine,Kericho Gold,Alcoholic,201,5490,2357,3133,2022-04-09,Timothy Auma,Marsabit,Mwembe Tayari,68547,KE-352-20805-68
Kenya Cane,Coca-Cola Kenya,Alcoholic,536,3596,3983,-387,2023-06-05,Lilian Nyakundi,Marsabit,Athi River,77173,KE-968-36198-77
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,357,8993,1296,7697,2021-08-16,Timothy Macharia,Marsabit,Umoja,65690,KE-575-28918-24
Burn Energy,Crown Beverages,Soft Drink,750,3503,7984,-4481,2020-01-28,Quentin Rotich,Marsabit,Langata South,73470,KE-334-80287-66
Kericho Gold Green Tea,Kericho Gold,Tea,855,2011,2548,-537,2021-05-15,Grace Korir,Marsabit,Milimani,14131,KE-171-59214-36
Tusker Lager,Crown Beverages,Alcoholic,556,4403,4445,-42,2021-07-23,Lilian Njiru,Marsabit,Kondele,64725,KE-678-58758-55
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,295,2579,718,1861,2022-12-19,Yusuf Auma,Marsabit,Nakuru Town,12148,KE-565-24699-21
Acacia Ridge Wine,Crown Beverages,Alcoholic,194,6260,6892,-632,2020-10-21,Rose Omar,Marsabit,Kayole,35111,KE-979-32475-52
Stoney Tangawizi,Kericho Gold,Soft Drink,934,2949,2345,604,2023-02-02,Farouk Mugendi,Marsabit,Eastleigh,21761,KE-431-12983-67
Minute Maid Citrus,Crown Beverages,Soft Drink,296,3551,2607,944,2021-10-20,Esther Muigai,Marsabit,Tena,79380,KE-557-54843-39
Kericho Gold Green Tea,Crown Beverages,Tea,604,1449,2496,-1047,2021-07-08,Yasmin Kinyua,Marsabit,Lolwe,63406,KE-846-99833-63
Tusker Lager,Coca-Cola Kenya,Alcoholic,296,5893,6899,-1006,2023-07-27,Samuel Otieno,Marsabit,Komarock,20788,KE-978-42761-66
Tusker Lager,Crown Beverages,Alcoholic,847,5512,2591,2921,2020-10-31,Odhiambo Achieng,Marsabit,Westlands,52823,KE-529-60197-24
Burn Energy,Kericho Gold,Soft Drink,904,9320,4209,5111,2023-03-09,Zipporah Mwangi,Marsabit,Karen,36559,KE-381-80161-18
Kericho Gold Herbal Tea,Crown Beverages,Tea,719,6114,7341,-1227,2020-08-05,Fatuma Kamau,Marsabit,South B,70067,KE-235-19652-18
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,805,6831,5465,1366,2021-05-29,Akinyi Odhiambo,Marsabit,Langata,12879,KE-851-97786-86
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,124,5904,2654,3250,2022-02-06,Baraka Kipchoge,Marsabit,Bahati,60536,KE-244-52400-99
Acacia Ridge Wine,Coca-Cola Kenya,Alcoholic,863,8971,572,8399,2022-10-24,Zawadi Kamau,Marsabit,Karen,42809,KE-426-90212-92
Minute Maid Citrus,Crown Beverages,Soft Drink,743,7696,6798,898,2020-07-18,Patricia Kipchoge,Marsabit,Mwembe Tayari,34887,KE-452-17949-53
Stoney Tangawizi,Crown Beverages,Soft Drink,742,5618,5472,146,2023-03-18,Abdi Onyango,Marsabit,Zimmerman,13427,KE-178-30167-76
Kenya Cane,Kericho Gold,Alcoholic,863,1309,7110,-5801,2020-04-05,Akinyi Awuor,Marsabit,Bamburi,77106,KE-348-41440-11
Minute Maid Citrus,Kericho Gold,Soft Drink,600,7759,2732,5027,2020-04-28,Xavier Maina,Marsabit,Komarock,13706,KE-142-45193-71
Kericho Gold Black Tea,Crown Beverages,Tea,764,3554,5649,-2095,2021-05-31,Josephine Muigai,Marsabit,Jomvu,12874,KE-714-96853-62
Dormans Coffee,Kericho Gold,Coffee,887,5372,6805,-1433,2020-06-06,Violet Kiprotich,Marsabit,Lanet,52788,KE-268-65457-93
Tusker Lager,Crown Beverages,Alcoholic,396,2011,6207,-4196,2022-06-26,Baraka Ali,Marsabit,Mwembe Tayari,61961,KE-928-71681-83
Acacia Ridge Wine,Crown Beverages,Alcoholic,477,1585,6583,-4998,2022-07-30,Joyce Achieng,Marsabit,Lanet,64293,KE-295-49554-99
Dormans Coffee,Kericho Gold,Coffee,840,5397,6837,-1440,2022-01-16,Odhiambo Adhiambo,Marsabit,Githurai 44,36822,KE-760-96660-92
Acacia Ridge Wine,Coca-Cola Kenya,Alcoholic,437,3112,699,2413,2021-06-03,Patricia Hassan,Marsabit,Githurai 44,39678,KE-395-19679-16
Kenya Cane,Crown Beverages,Alcoholic,643,7016,3504,3512,2023-03-08,Wanjiku Kariuki,Marsabit,Umoja,25450,KE-928-23007-37
